2020-07-16 17:43:32.511 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.buildDefaultMergedContextConfiguration(308) - Neither @ContextConfiguration nor @ContextHierarchy found for test class [CSCI5308.GroupFormationTool.CoursesTest.CourseTest], using SpringBootContextLoader
2020-07-16 17:43:43.216 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.217 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.217 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.217 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.217 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.217 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.218 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.219 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.220 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.221 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.222 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.223 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.224 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.225 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.225 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.225 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.225 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.226 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.226 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.226 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.226 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.226 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.227 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.228 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.229 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.230 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.231 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.232 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.233 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.234 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.235 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.236 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.237 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.237 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.237 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.237 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.237 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.238 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.238 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.238 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.238 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.238 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.239 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password has forbidden characters "\&"'".
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.240 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:43.241 [main] INFO  C.G.P.ForbiddenCharSetValidation.getValidationFailureMessage(76) - password=ForbiddenCharSetPolicy, action=Get Validation Message, message=Password does not have forbidden characters (\&"').
2020-07-16 17:43:43.241 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:43.241 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
